PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P06964,Velachery,1824,03-04-2009,187,3,2,5,Normal Sale,No,11-04-1976,House,NoSewr ,Paved,I,3.9,2.3,4.1,,273570,76942,8549060
P08195,KK Nagar,1906,26-03-2008,81,3,2,5,AbNormal,Yes,28-03-2001,Commercial,NoSeWa,Paved,RH,3.7,4.7,3,3.72,792637,206086,15852740
P04311,Adyar,656,24-09-2010,20,1,1,2,AbNormal,No,26-09-2001,Commercial,AllPub,Paved,I,4.5,2.3,2.3,2.96,280244,113849,8757635
P08974,Chrompet,727,28-05-2007,84,1,1,2,AbNormal,No,01-06-1991,Others,ELO,Gravel,RM,3.1,4.3,2.5,3.4,218816,100992,8415990
P04824,Adyar,931,24-06-2010,37,1,1,3,Family,Yes,02-07-1977,Others,ELO,Paved,RM,2,3.6,4,3.32,367617,19871,9935595
P09337,Velachery,1898,12-01-2007,108,3,2,5,AdjLand,Yes,21-01-1969,Commercial,ELO,No Access,RM,3.9,2.7,4.4,3.51,581625,332357,16617860
P08903,Anna Nagar,1698,27-06-2007,15,1,1,4,Family,No,07-07-1967,House,NoSeWa,Gravel,RM,5,4.9,3.1,4.215,359949,198593,12412050
P08975,T Nagar,1926,27-05-2007,193,2,1,5,AdjLand,Yes,31-05-1990,Commercial,NoSewr ,No Access,RM,4.2,4.9,3.1,3.88,633655,203675,22630540
P03906,Karapakkam,1481,17-12-2010,144,2,2,4,Partial,Yes,26-12-1972,Commercial,AllPub,Paved,A,3.7,4.9,2.3,3.5,485174,178227,9901500
P08737,Anna Nagar,1506,06-09-2007,122,1,1,4,Family,No,14-09-1974,House,ELO,No Access,RM,3.9,3.4,2.1,3.055,417996,177648,10449910
P00163,Chrompet,1020,01-11-2014,95,1,1,3,Family,No,07-11-1990,House,NoSeWa,No Access,RM,4.2,2.4,4.1,3.45,206664,31794,7948600
P07499,Chrompet,889,21-10-2008,196,1,1,3,AbNormal,No,27-10-1987,Others,ELO,Gravel,RM,5,2.4,2,3.06,300256,136480,9098680
P01939,Chrompet,1015,11-01-2012,147,1,1,3,Family,Yes,19-01-1977,House,AllPub,Paved,RH,3.9,4.4,2,3.53,275314,66743,8342850
P03550,T Nagar,1682,04-03-2011,78,1,1,4,AbNormal,No,12-03-1976,Commercial,AllPub,Gravel,RH,3.7,3,3.5,3.435,690507,111974,18662350
P00920,Chrompt,869,01-05-2013,39,1,1,3,Family,No,06-05-1995,Others,NoSewr ,No Access,RM,4.3,4.8,3.3,4.2,220661,138935,8172630
P01500,Karapakkam,1445,29-03-2012,20,2,2,4,Family,No,04-04-1988,House,NoSeWa,No Access,I,4.9,2.9,2.5,3.34,216691,87848,5856500
P00340,Anna Nagar,1919,25-06-2014,178,2,1,5,Partial,Yes,28-06-2001,House,NoSeWa,Gravel,RM,2.4,5,3.3,3.41,544054,117633,14704160
P02832,Adyar,1243,17-07-2011,141,2,2,4,Normal Sale,Yes,26-07-1975,Commercial,NoSeWa,Paved,C,3.9,4.3,2.2,3.13,440895,26721,13360440
P04417,Karapakkam,857,05-09-2010,158,1,1,2,Normal Sale,No,09-09-1993,House,ELO,Paved,I,3.6,2.4,3.4,3.16,236556,59139,4928250
P05246,Karapakkam,1055,03-04-2010,174,1,1,3,AdjLand,Yes,15-04-1962,Others,NoSeWa,Gravel,I,3.7,2.3,4.8,3.72,226769,117042,7315125
P02863,KK Nagar,1778,10-07-2011,94,3,2,5,Family,No,12-07-2003,Others,NoSewr ,Gravel,RL,3.1,3.9,4.4,3.86,340948,153976,10998320
P03006,Karapakkam,851,15-06-2011,124,1,1,2,AdjLand,No,25-06-1970,Others,ELO,Paved,A,3.8,4.8,2.6,3.62,181073,39364,3936375
P08264,Chrompet,1021,06-03-2008,82,1,1,3,Partial,Yes,07-03-2004,Others,NoSewr ,No Access,RL,2,2.5,4.6,2.98,276053,147228,9201770
P04420,KK Nagar,2203,04-09-2010,76,3,2,5,AbNormal,Yes,09-09-1988,Commercial,NoSewr ,Paved,RL,2.9,2,4,3.07,572520,339934,17891240
P04928,Karapakkam,613,01-06-2010,81,1,1,2,Family,No,08-06-1980,Commercial,NoSewr ,No Access,I,4.6,4.3,2.3,3.59,195491,66879,5144500
P08752,Adyar,738,02-09-2007,69,1,1,2,Partial,No,06-09-1989,Commercial,NoSewr ,No Access,I,2.4,4.7,5,,324194,8313,8312670
P03833,Karapakkam,1489,03-01-2011,177,2,2,4,AdjLand,No,10-01-1982,House,ELO,Gravel,RH,4.4,3.2,4,3.88,384348,200181,8007250
P06156,Karapakkam,795,11-10-2009,73,1,1,2,AbNormal,Yes,13-10-2000,House,NoSewr ,Gravel,RM,3.4,2.6,4.9,3.76,254378,127189,8479250
P01763,Velachery,1909,11-02-2012,11,3,2,5,Family,Yes,19-02-1979,Others,AllPub,Gravel,A,4.6,4.1,5,4.50,303875,212712,10129160
P02399,Chrompet,1252,12-10-2011,190,2,1,4,Family,No,15-10-1999,House,AllPub,No Access,RM,3.6,4.9,4.6,4.42,265502,47411,9482200
P03260,Karapakkam,1077,24-04-2011,144,1,1,3,AbNormal,No,02-05-1978,Commercial,ELO,Paved,RM,3.3,4.9,4.2,4.14,305249,246169,9846750
P08138,KK Nagar,1524,11-04-2008,73,2,1,4,Normal Sale,No,18-04-1981,Others,NoSewr ,Paved,RH,3.6,2.7,2.8,3.01,303654,208220,8675820
P07941,Chrompet,1049,16-06-2008,36,1,1,3,Partial,Yes,19-06-1997,House,ELO,Gravel,RM,4.2,4.9,3.4,4.24,328398,133412,10262450
P08181,Velachery,1780,29-03-2008,194,2,1,4,AbNormal,No,12-04-1953,Others,AllPub,Gravel,C,4.7,2,2.9,2.95,329500,130066,8671050
P07510,Chrompet,946,18-10-2008,14,1,1,3,AdjLand,No,23-10-1991,Commercial,ELO,No Access,RL,3.8,3.1,4.5,3.73,368463,111656,11165550
P07420,Chrompet,906,18-11-2008,116,1,1,3,Partial,Yes,26-11-1976,House,NoSewr ,Gravel,RM,3.2,4.6,3.2,3.76,302874,28394,9464800
P04010,KK Nagar,2344,25-11-2010,71,4,2,6,AbNormal,No,01-12-1986,Commercial,NoSeWa,Gravel,RM,4.9,3.2,4.4,4.19,622046,471247,18849880
P06446,Adyar,929,18-08-2009,76,1,1,3,AdjLand,Yes,22-08-1994,Others,NoSeWa,Paved,RH,2.4,2.3,2.7,2.53,341295,75843,9480425
P06517,Anna Nagar,1843,02-08-2009,158,2,1,5,AdjLand,No,06-08-1994,House,ELO,No Access,RL,3.9,3.4,3.3,3.535,318884,147177,12264750
P06871,Anna Nagar,1918,02-05-2009,187,2,1,5,Partial,Yes,11-05-1974,Commercial,AllPub,Gravel,RL,3.2,2.5,2.3,2.665,809377,218751,21875050
P07432,KK Nagar,1507,10-11-2008,54,2,1,4,Normal Sale,Yes,15-11-1989,Commercial,AllPub,Paved,RH,3.2,4.8,3,3.6,636313,243694,13538580
P03326,KK Nagar,1499,13-04-2011,89,2,1,4,Family,No,14-04-2005,House,AllPub,Gravel,RH,2.5,3,4.6,3.49,372805,186403,8876320
P01979,KK Nagar,1526,04-01-2012,64,2,1,4,Normal Sale,Yes,09-01-1990,Commercial,AllPub,Paved,RH,4.1,3.8,4.5,4.17,518512,327481,13645040
P07185,Anna Nagar,1855,26-01-2009,82,2,1,5,AbNormal,Yes,29-01-1999,Commercial,NoSewr ,Paved,RH,3.3,2.1,4.8,3.6,839848,188966,20996200
P03108,Karapakkam,1627,25-05-2011,39,2,2,4,Normal Sale,Yes,01-06-1981,Others,ELO,Paved,RH,4.1,4.6,2.5,3.61,308418,99782,9071125
P05849,Velachery,1846,11-12-2009,28,3,2,5,AbNormal,No,21-12-1970,House,AllPub,Gravel,RM,3.6,3.9,2,3.26,378554,129790,10815830
P04250,KK Nagar,2019,06-10-2010,65,3,2,5,AbNormal,Yes,10-10-1994,Others,NoSewr ,Paved,RM,3.8,3.1,3.2,3.35,601718,230445,12802500
P03292,Karapakkam,1578,18-04-2011,153,2,2,4,Normal Sale,Yes,21-04-1998,Others,AllPub,Gravel,I,4.3,4.6,3.4,,295508,238313,9532500
P08027,Velachery,1780,16-05-2008,115,2,1,4,Family,Yes,23-05-1983,Commercial,NoSeWa,No Access,C,2.8,4.6,2.5,3.52,453788,173507,13346700
P03347,Karapakkam,662,10-04-2011,148,1,1,2,Partial,No,19-04-1973,Commercial,NoSeWa,No Access,C,4.7,3.3,2.5,3.4,143765,65348,4356500
P05714,Chrompet,1005,06-01-2010,17,1,1,3,Family,No,13-01-1984,Commercial,NoSewr ,Gravel,RL,2.2,2.8,4.9,3.25,355456,183857,12257100
P04299,Karapakkam,839,27-09-2010,102,1,1,2,Partial,No,02-10-1990,House,NoSeWa,Paved,C,4.6,4.6,2.3,3.68,192724,49206,4100500
P07890,Anna Nagar,1698,02-07-2008,76,1,1,4,Partial,No,11-07-1974,House,AllPub,No Access,RM,4.7,4.4,4.3,4.465,403460,80692,11527430
P08044,Adyar,878,12-05-2008,16,1,1,3,Partial,Yes,17-05-1989,House,NoSewr ,Paved,A,5,3.3,5,4.66,225847,6453,6452785
P07866,Chrompet,835,09-07-2008,77,1,1,3,Partial,Yes,19-07-1971,House,ELO,Paved,RM,3.8,4.5,3,3.84,227738,33739,8434750
P03262,Chrompet,911,24-04-2011,84,1,1,3,Partial,Yes,02-05-1978,Others,ELO,No Access,RH,3.8,3.8,2,3.26,245118,37139,7427820
P09528,Velachery,1796,24-10-2006,176,2,1,4,AdjLand,Yes,05-11-1956,House,ELO,No Access,RH,4.8,2.1,3.8,3.29,318687,118370,9105350
P06089,Karapakkam,1004,25-10-2009,182,1,1,3,AdjLand,No,01-11-1981,Others,ELO,No Access,C,4.9,3.3,3.1,3.7,193582,75544,4721500
P05826,Anna Nagar,1694,16-12-2009,86,1,1,4,Normal Sale,No,23-12-1982,Others,NoSeWa,Paved,RL,2.6,2.5,2.4,2.495,377250,213775,12575010
P02984,Karapakkam,1244,18-06-2011,50,1,1,3,AbNormal,Yes,25-06-1980,Others,AllPub,Gravel,I,2.5,2.1,2.6,2.42,246535,143150,7952750
P05451,Karapakkam,588,21-02-2010,163,1,1,2,Partial,No,27-02-1986,Others,AllPub,Paved,RL,4.9,4.2,3.5,4.13,228220,57055,5705500
P03403,KK Nagar,2342,02-04-2011,69,4,2,6,AdjLand,Yes,03-04-2004,House,NoSewr ,Paved,RL,4.1,3.8,2.6,3.41,567545,180582,12898740
P08753,Velachery,1835,01-09-2007,88,3,2,5,Normal Sale,No,08-09-1978,Others,AllPub,Paved,RL,4.7,2.6,2.1,2.98,418181,182284,10722580
P08480,Anna Nagar,1977,17-12-2007,84,2,1,5,Partial,Yes,27-12-1964,House,AllPub,Gravel,RL,4.6,4.8,3.9,4.37,423089,211544,14102960
P03822,KK Nagar,1961,06-01-2011,104,3,2,5,AbNormal,Yes,10-01-1996,Commercial,NoSeWa,Gravel,RM,2,2.6,3.2,2.66,792581,387484,17612900
P09994,Velachery,1517,24-04-2004,82,2,1,4,Normal Sale,Yes,27-04-1992,House,NoSewr ,No Access,A,3.2,3.5,3.8,3.52,257288,85763,7146890
P06686,KK Nagar,2409,26-06-2009,103,4,2,6,Partial,Yes,02-07-1984,Others,NoSeWa,Gravel,RL,4.3,4,2,3.29,606442,242577,13476480
P09839,Velachery,1864,16-03-2005,187,3,2,5,Partial,No,22-03-1982,Commercial,ELO,Gravel,RH,3.2,4.6,2.8,3.71,528520,181207,15100560
P07907,Velachery,1643,27-06-2008,52,2,1,4,Family,Yes,05-07-1977,Commercial,AllPub,Paved,RM,4.8,3.6,2.4,3.54,577164,249584,15599020
P01575,Adyar,1015,15-03-2012,76,1,1,3,Family,Yes,17-03-2004,Commercial,NoSewr ,No Access,C,4.6,2.2,2.3,2.97,370412,112246,11224620
P05854,Anna Nagar,1700,10-12-2009,135,1,1,4,Normal Sale,Yes,18-12-1977,Others,NoSewr ,No Access,RH,4.3,2.7,2.4,3.14,424219,174679,12477040
P05279,Karapakkam,624,25-03-2010,34,1,1,2,Family,No,02-04-1979,Commercial,ELO,No Access,C,4.4,3.4,3,3.54,202228,92321,4396250
P08056,Chrompet,980,08-05-2008,84,1,1,3,Normal Sale,No,13-05-1991,Commercial,NoSewr ,Paved,RL,3,3.8,4.6,3.8,380824,130908,11900750
P05180,Karapakkam,1003,14-04-2010,196,1,1,3,AbNormal,Yes,19-04-1990,Commercial,NoSeWa,Gravel,RH,2.5,4.3,4.4,3.8,373330,161440,10090000
P06772,Adyar,1072,29-05-2009,66,1,1,3,Family,Yes,31-05-2003,House,NoSeWa,No Access,A,2.3,2.3,2.3,2.3,264308,33038,6607690
P05622,Karapakkam,808,23-01-2010,119,1,1,2,AdjLand,No,01-02-1975,House,NoSeWa,Gravel,C,3.1,2.4,3,2.85,161577,90293,4752250
P03766,Chrompet,1027,14-01-2011,131,1,1,3,Normal Sale,No,19-01-1990,House,ELO,Paved,RH,2.8,3.7,3.3,3.31,215799,44648,7441350
P05493,Karapakkam,696,14-02-2010,84,1,1,2,Normal Sale,No,17-02-1999,House,NoSeWa,Gravel,RL,3.5,2.1,3.6,3.12,212561,77295,6441250
P05498,Velachery,1716,13-02-2010,86,2,1,4,Family,Yes,15-02-2002,House,ELO,Paved,RL,2.1,3.3,2.2,2.67,414394,155398,10359860
P03329,Velachery,1878,12-04-2011,18,3,2,5,Family,No,13-04-2005,Commercial,AllPub,Paved,C,5,2.6,4.8,3.86,573149,257917,14328720
P02091,KK Nagar,1699,12-12-2011,98,2,1,4,Normal Sale,Yes,16-12-1995,Others,NoSeWa,Gravel,RL,4.3,2.9,2.4,3.12,457764,125885,11444100
P01651,KK Nagar,1626,03-03-2012,188,2,1,4,AbNormal,No,09-03-1988,House,AllPub,Paved,RM,2.9,3.6,2.7,3.03,348490,135524,9680280
P07585,KK Nagar,1730,27-09-2008,200,2,1,4,Normal Sale,No,02-10-1990,Commercial,NoSewr ,Gravel,RL,2.1,3.5,3.5,3.08,589574,235830,14739360
P09195,Chrompet,996,03-03-2007,78,1,1,3,Family,No,08-03-1985,Others,ELO,Gravel,RL,4.1,4.9,2.6,3.97,295007,151974,8939620
P00166,Chrmpet,1277,29-10-2014,111,2,1,4,AdjLand,Yes,02-11-1998,Commercial,AllPub,No Access,RM,4,3.8,3.4,3.74,518443,47131,15710400
P00927,Chrompet,906,29-04-2013,64,1,1,3,Normal Sale,No,07-05-1981,Commercial,NoSeWa,Paved,RH,3.2,2.3,2.9,2.75,327251,30680,10226600
P01999,Anna Nagar,1976,31-12-2011,112,2,1,5,Partial,No,10-01-1972,House,NoSeWa,Paved,RL,5,2.9,2.2,3.355,369002,110700,12300050
P04891,Velachery,1776,09-06-2010,120,2,1,4,Normal Sale,Yes,14-06-1989,House,NoSeWa,Paved,RH,4.9,2.4,3.4,,319653,89903,9989170
P03800,Karapakkam,1402,08-01-2011,112,2,2,4,Normal Sale,No,15-01-1981,House,NoSeWa,Gravel,I,3.7,3.6,5,4.19,257761,111464,6966500
P07958,Chrompet,1160,11-06-2008,138,1,1,3,AdjLand,Yes,19-06-1978,Others,AllPub,No Access,RH,4.4,3.4,2.7,3.49,255525,104103,9463900
P09676,Velachery,1957,17-03-2006,134,3,2,5,Normal Sale,Yes,23-03-1981,Commercial,ELO,No Access,I,4.6,3.7,3.1,3.75,547180,243191,15199450
P01737,T Nagar,1887,17-02-2012,48,2,1,5,AdjLand,No,22-02-1992,Commercial,NoSewr ,No Access,RL,2.3,2.4,3.3,2.775,573985,348491,20499450
P07362,Velachery,1859,08-12-2008,142,3,2,5,Normal Sale,Yes,20-12-1960,House,ELO,Paved,RH,4.6,4.9,4.4,4.68,297756,138953,9925210
P09402,Chrompet,747,21-12-2006,168,1,1,2,Family,Yes,22-12-2001,Commercial,AllPub,No Access,RM,4.9,2.7,2.7,3.36,336707,157130,11223550
P06908,Adyar,985,21-04-2009,159,1,1,3,Partial,Yes,23-04-2002,House,NoSeWa,Paved,C,3.6,2.7,2.1,2.67,265662,44277,7379505
P01178,Chrompet,1024,11-11-2012,77,1,1,3,Normal Sale,Yes,15-11-1996,Commercial,AllPub,No Access,RH,3.4,3.3,2.7,3.15,302285,108823,12091400
P05817,Velachery,1600,17-12-2009,148,2,1,4,Family,Yes,23-12-1984,Others,ELO,Paved,RL,2.9,3.5,4.9,3.77,315906,94772,10530200
P00699,Chrompet,1276,10-10-2013,141,2,1,4,Normal Sale,No,19-10-1977,Others,NoSeWa,Paved,RL,3.8,2.3,3.8,3.2,316936,163270,9604120
P04841,Chrompet,1159,20-06-2010,90,1,1,3,Family,Yes,29-06-1974,House,ELO,Gravel,RH,4.3,3.3,2.6,3.39,253758,108754,9062800
P01647,Karapakkam,1024,03-03-2012,142,1,1,3,AbNormal,Yes,16-03-1962,House,NoSeWa,No Access,C,3.4,3.1,4.9,3.91,166198,94970,4748500
P04590,Adyar,1249,04-08-2010,93,2,2,4,AdjLand,No,09-08-1991,Commercial,NoSewr ,Paved,A,3.9,2.2,4.8,,417195,176992,12642285
P03908,Chrompet,839,17-12-2010,175,1,1,3,Normal Sale,Yes,21-12-1994,Others,AllPub,Gravel,RH,2.5,4.4,3.2,3.47,255008,72859,9107430
P08794,Chrompet,1286,16-08-2007,105,2,1,4,AbNormal,No,24-08-1973,House,AllPub,No Access,RM,2.2,2.2,4.9,3.01,292906,118993,9153300
P02451,KK Nagar,2467,02-10-2011,69,4,2,6,AdjLand,No,06-10-1995,House,AllPub,Gravel,RL,3,3.6,2.4,2.94,581942,139160,12650920
P04850,Karapakkam,653,18-06-2010,121,1,1,2,AdjLand,No,22-06-1995,Commercial,ELO,No Access,RM,2.5,3.1,5,3.68,297775,160340,7635250
P05660,Karapakkam,606,16-01-2010,4,1,1,2,Family,Yes,20-01-1993,Others,NoSeWa,Gravel,RM,2.6,3,3.9,3.24,353430,117810,7854000
P09187,T Nagar,1837,05-03-2007,81,2,1,5,AdjLand,Yes,12-03-1978,House,ELO,No Access,RL,4.3,4.1,4.8,4.475,488298,105578,13197230
P02390,Velachery,1880,14-10-2011,95,3,2,5,Family,Yes,25-10-1965,Commercial,NoSeWa,No Access,C,3.7,3.2,4.2,3.63,437429,109357,13669670
P03404,KK Nagar,2189,02-04-2011,1,3,2,5,AdjLand,Yes,07-04-1988,Commercial,AllPub,Gravel,RH,2.3,4.7,4.5,3.9,547496,456247,18249860
P09067,Velachery,1853,22-04-2007,123,3,2,5,AdjLand,Yes,04-05-1958,Commercial,NoSewr ,Paved,C,2.4,4.3,4.5,3.89,588293,279439,14707330
P00330,Chrompet,1057,30-06-2014,200,1,1,3,Normal Sale,No,04-07-1997,Others,AllPub,Paved,RL,4.3,3.2,2.6,3.35,228621,27435,9144840
P09285,Adyar,723,31-01-2007,49,1,1,2,Family,No,07-02-1979,Commercial,ELO,Gravel,RM,3.6,3.7,3.7,3.67,329098,142609,10969920
P05669,T Nagar,1812,15-01-2010,100,2,1,5,Family,No,26-01-1966,Others,ELO,No Access,RL,2.8,2.6,4.2,3.38,440951,232724,12248640
P07880,T Nagar,1788,06-07-2008,145,1,1,4,AdjLand,Yes,11-07-1991,Others,ELO,No Access,RL,4.6,3,5,4.38,426755,156477,14225180
P09906,Velachery,1615,03-11-2004,31,2,1,4,AbNormal,No,08-11-1985,House,ELO,Paved,I,4.5,4.5,4.8,4.59,288694,128308,8019280
P00487,Anna Nagar,1755,10-03-2014,85,1,1,4,AdjLand,No,21-03-1971,House,NoSewr ,No Access,RL,3.8,4.5,2.1,3.295,308078,182565,11410310
P08117,Adyar,1296,21-04-2008,25,2,2,4,Family,No,26-04-1988,House,AllPub,No Access,RM,3.5,4.4,4.8,4.33,338320,49753,9950600
P04991,KK Nagar,1554,22-05-2010,18,2,1,4,AbNormal,Yes,23-05-2004,House,NoSeWa,Paved,RL,2.7,2.5,3.8,3.08,479055,229547,9980320
P00214,Anna Nagar,1737,15-09-2014,71,1,1,4,AdjLand,Yes,17-09-2005,House,AllPub,Gravel,RL,4.4,3.6,4.2,4.12,385905,214392,14292780
P06313,Karapakkam,785,15-09-2009,116,1,1,2,Family,Yes,18-09-1997,Others,AllPub,No Access,I,4,2.9,3,3.27,207104,86293,5752875
P03528,Karapakkam,1678,08-03-2011,70,2,2,4,Partial,Yes,16-03-1976,Commercial,NoSeWa,Gravel,C,3.3,2.9,4.9,3.82,475330,202015,11883250
P03457,KK Nagar,2360,23-03-2011,171,4,2,6,Normal Sale,Yes,25-03-2002,Commercial,NoSewr ,Paved,RM,2,3.9,4.6,3.61,693566,495405,19816180
P04638,KK Nagar,1464,27-07-2010,2,2,1,4,Family,Yes,03-08-1982,Others,NoSewr ,Paved,RH,4.8,4,3.1,3.88,394575,131525,9394640
P03587,KK Nagar,1632,22-02-2011,156,2,1,4,Partial,Yes,27-02-1992,Others,AllPub,Gravel,RH,2.7,4.5,2.9,,514815,262661,10506420
P09583,Velachery,1755,06-09-2006,103,2,1,4,AbNormal,Yes,12-09-1980,Others,ELO,No Access,C,2.6,3.9,4,3.61,332987,61340,8762820
P06391,Velachery,1556,29-08-2009,105,2,1,4,Partial,No,03-09-1989,Others,NoSeWa,Paved,RL,4.6,2.4,4.4,3.55,289791,130873,9348100
P02470,Adyar,1170,29-09-2011,120,1,1,3,AdjLand,No,08-10-1975,House,NoSeWa,Gravel,RH,3,3.3,4,3.56,337985,18269,9134740
P09557,Adyar,901,12-10-2006,106,1,1,3,Partial,No,21-10-1969,Others,AllPub,Gravel,I,4.6,4.8,4.6,4.64,267514,84076,7643255
P06262,Karapakkam,1160,26-09-2009,184,1,1,3,Partial,Yes,01-10-1990,Commercial,NoSeWa,Gravel,A,4,4.9,2.9,3.83,426540,222156,8886250
P05477,Karapakkam,1570,17-02-2010,170,2,2,4,Family,Yes,19-02-2002,House,NoSewr ,No Access,A,3,5,3,3.6,243466,128140,6407000
P02309,Karapakkam,1476,26-10-2011,167,2,2,4,AbNormal,No,03-11-1979,Commercial,NoSewr ,Paved,RL,4.4,3.4,4.4,4.1,576800,126896,11536000
P01548,Karapakkam,586,20-03-2012,190,1,1,2,Family,Yes,25-03-1993,Others,ELO,Paved,I,4.4,2.9,2.2,3.07,255984,85328,5333000
P04821,Karapakkam,1059,25-06-2010,110,1,1,3,Normal Sale,Yes,03-07-1977,House,AllPub,Paved,RL,3.9,3.7,4.9,4.24,306121,188382,7849250
P02713,T Nagar,1712,13-08-2011,1,1,1,4,AbNormal,Yes,14-08-2005,House,NoSewr ,Gravel,RL,3.5,4.7,3.1,3.62,372538,262157,13797720
P08465,Adyar,847,23-12-2007,7,1,1,3,Partial,No,02-01-1968,Others,NoSeWa,Gravel,RH,2.6,2.1,2.7,2.55,284707,14985,7492300
P02310,Karapakkam,1192,26-10-2011,152,1,1,3,Family,No,31-10-1988,House,NoSewr ,No Access,I,4.5,4.5,3.6,4.14,235059,101503,5342250
P09665,Velachery,1942,09-04-2006,126,3,2,5,Partial,Yes,15-04-1981,Commercial,AllPub,No Access,RL,4.1,3.4,2.7,3.37,583655,324253,16212650
P06287,Karapakkam,557,20-09-2009,105,1,1,2,Family,Yes,24-09-1992,Others,ELO,No Access,I,4.3,3,2.8,3.31,183695,94203,4710125
P06698,Velachery,1728,21-06-2009,123,2,1,4,Normal Sale,Yes,26-06-1990,Commercial,ELO,Gravel,I,4,2.6,2.8,3.01,461853,283071,14898480
P07369,Velachery,1798,06-12-2008,23,2,1,4,Family,Yes,14-12-1979,Commercial,AllPub,Gravel,RM,3,3.4,4,3.48,511811,204725,17060380
P02245,Karapakkam,1497,07-11-2011,24,2,2,4,Partial,Yes,15-11-1976,House,AllPub,Gravel,A,4.4,3.8,4.8,4.38,311929,76249,6931750
P06933,Chrompet,1173,15-04-2009,27,1,1,3,Normal Sale,Yes,23-04-1977,House,NoSeWa,No Access,RH,3.1,2.1,3.2,2.73,262285,24589,8196400
P01002,Anna Nagar,1640,08-03-2013,198,1,1,4,Partial,Yes,17-03-1977,Commercial,NoSewr ,No Access,RH,3.7,3.4,4.5,3.945,495731,318684,17704670
P07261,KK Nagar,1747,05-01-2009,82,2,1,4,Partial,Yes,10-01-1992,Others,NoSeWa,Paved,RL,2.2,4.9,3.1,3.37,377464,161770,10784680
P05720,Karapakkam,1342,04-01-2010,183,2,2,4,AbNormal,Yes,15-01-1967,Commercial,ELO,No Access,I,4.8,2.9,2.2,3.19,287828,211074,9594250
P08626,T Nagar,2000,17-10-2007,31,2,1,5,AdjLand,No,23-10-1980,House,NoSewr ,No Access,RM,4.1,3.9,2.4,3.285,435100,95178,13596890
P09661,Velachery,1987,16-04-2006,158,3,2,5,Family,No,19-04-1995,Others,NoSeWa,Gravel,RH,3.7,3,2.9,3.15,423940,167345,11156320
P06041,Karapakkam,1567,04-11-2009,2,2,2,4,Family,No,08-11-1992,Others,AllPub,Gravel,C,4.2,2.9,4.5,3.93,247228,193147,7725875
P03794,Karapakkam,1188,09-01-2011,187,1,1,3,Partial,No,17-01-1977,Commercial,AllPub,No Access,RM,2.8,4.8,3.3,3.6,373141,186571,9819500
P04018,Adyar,737,24-11-2010,12,1,1,2,Family,No,02-12-1978,House,NoSewr ,No Access,A,2,2,3.5,2.75,123814,54169,3869180
P04698,Karapakkam,785,16-07-2010,63,1,1,2,AdjLand,Yes,19-07-1997,Others,NoSeWa,Paved,C,2.1,5,2.1,2.97,251663,93642,5852625
P02964,KK Nagar,2078,22-06-2011,13,3,2,5,AbNormal,No,27-06-1990,House,NoSeWa,Paved,RH,2.3,2.8,4.6,,475144,106665,9696820
P08876,Adyar,647,12-07-2007,45,1,1,2,Family,Yes,14-07-1997,Commercial,AllPub,No Access,RH,2,4.7,4,3.54,373407,76596,9574550
P05953,Karapakkam,1171,21-11-2009,111,1,1,3,AdjLand,Yes,25-11-1993,Others,AllPub,No Access,A,4,4.8,2.2,3.52,256310,134258,6102625
P07062,KK Nagar,2435,08-03-2009,124,4,2,6,Partial,Yes,13-03-1991,Commercial,NoSewr ,Gravel,RM,2.6,4,4.1,3.62,850347,364434,20246360
P09683,Velachery,1805,05-03-2006,29,3,2,5,AdjLand,Yes,09-03-1990,Commercial,AllPub,Paved,RL,2.6,4.7,5,4.27,643358,237027,16930470
P06128,Karapakkam,1145,16-10-2009,38,1,1,3,Normal Sale,No,20-10-1992,House,AllPub,Gravel,A,4.2,5,3.8,4.28,264492,82654,5510250
P02257,Karapakkam,971,04-11-2011,15,1,1,3,Normal Sale,No,11-11-1983,House,AllPub,Paved,RL,2.4,2.6,2.1,2.34,287342,156732,6530500
P06193,Karapakkam,1657,07-10-2009,78,2,2,4,AbNormal,Yes,17-10-1970,Others,NoSeWa,Gravel,RL,3.6,2.5,3.8,3.35,507356,223237,10147125
P08685,Velachery,1638,21-09-2007,16,2,1,4,AdjLand,Yes,22-09-2002,House,NoSewr ,No Access,RH,4.1,3.1,4.2,3.68,300883,116471,9705900
P05642,Adyar,1284,19-01-2010,141,2,2,4,Normal Sale,Yes,20-01-2005,Commercial,ELO,Paved,RL,3.4,2.1,4.3,3.59,531547,225505,16107475
P02602,Adyar,1273,04-09-2011,66,2,2,4,AbNormal,No,05-09-2005,Others,ELO,No Access,A,2.2,3.8,3.4,3.12,231002,96872,7451690
P00726,Chrompet,1185,10-09-2013,188,1,1,3,Normal Sale,Yes,15-09-1993,House,ELO,Gravel,RL,3.5,3.1,3,3.19,264238,111793,10163000
